1,1473.0,1473.0,691.0,852.0,,,,,,,,,,,,,,
0,692.0,499.0,72.0,1108.0,1473.0,,,,,,,,,,,,,
1,8.0,18.0,371.0,1473.0,227.0,105.0,,,,,,,,,,,,
0,1473.0,1473.0,1473.0,372.0,21.0,1473.0,,,,,,,,,,,,
0,430.0,184.0,1473.0,,,,,,,,,,,,,,,
0,1473.0,1473.0,853.0,1109.0,1473.0,,,,,,,,,,,,,
0,73.0,74.0,2.0,252.0,854.0,1473.0,94.0,,,,,,,,,,,
0,291.0,855.0,,,,,,,,,,,,,,,,
0,1473.0,1473.0,,,,,,,,,,,,,,,,
5,1473.0,1110.0,1111.0,65.0,159.0,14.0,,,,,,,,,,,,
1473,1473.0,82.0,,,,,,,,,,,,,,,,
15,1473.0,1473.0,292.0,1473.0,1473.0,,,,,,,,,,,,,
3,1473.0,1473.0,,,,,,,,,,,,,,,,
3,130.0,1112.0,,,,,,,,,,,,,,,,
0,500.0,1473.0,1473.0,1113.0,1473.0,293.0,1473.0,,,,,,,,,,,
0,1473.0,11.0,20.0,200.0,1473.0,,,,,,,,,,,,,
0,1473.0,856.0,11.0,857.0,1473.0,,,,,,,,,,,,,
1,4.0,1473.0,1114.0,1473.0,1473.0,1473.0,,,,,,,,,,,,
0,501.0,1473.0,1473.0,,,,,,,,,,,,,,,
0,1473.0,1473.0,,,,,,,,,,,,,,,,
0,160.0,431.0,44.0,,,,,,,,,,,,,,,
0,1473.0,858.0,1473.0,432.0,,,,,,,,,,,,,,
5,582.0,41.0,1473.0,14.0,,,,,,,,,,,,,,
0,2.0,324.0,502.0,,,,,,,,,,,,,,,
0,33.0,5.0,1115.0,,,,,,,,,,,,,,,
0,2.0,1473.0,1473.0,79.0,,,,,,,,,,,,,,
3,1473.0,693.0,859.0,,,,,,,,,,,,,,,
0,83.0,1473.0,93.0,60.0,,,,,,,,,,,,,,
5,373.0,860.0,1473.0,433.0,14.0,,,,,,,,,,,,,
10,26.0,60.0,1473.0,1473.0,694.0,,,,,,,,,,,,,
0,185.0,583.0,46.0,,,,,,,,,,,,,,,
0,1473.0,1473.0,,,,,,,,,,,,,,,,
1,4.0,695.0,47.0,696.0,1473.0,697.0,861.0,,,,,,,,,,,
10,35.0,1473.0,1473.0,1473.0,1116.0,294.0,186.0,,,,,,,,,,,
1,4.0,1473.0,1473.0,374.0,432.0,,,,,,,,,,,,,
0,1473.0,434.0,,,,,,,,,,,,,,,,
1473,54.0,48.0,,,,,,,,,,,,,,,,
0,698.0,1473.0,1117.0,1473.0,,,,,,,,,,,,,,
6,1118.0,1473.0,375.0,1473.0,45.0,175.0,,,,,,,,,,,,
0,1473.0,1473.0,376.0,42.0,1473.0,,,,,,,,,,,,,
1,8.0,1473.0,377.0,1473.0,862.0,,,,,,,,,,,,,
0,1473.0,1473.0,1473.0,1473.0,1473.0,7.0,1473.0,,,,,,,,,,,
1,4.0,16.0,9.0,1473.0,161.0,,,,,,,,,,,,,
1,4.0,699.0,378.0,187.0,1473.0,435.0,1473.0,,,,,,,,,,,
1,18.0,1473.0,1473.0,1473.0,,,,,,,,,,,,,,
0,1473.0,503.0,75.0,1473.0,1473.0,1473.0,149.0,,,,,,,,,,,
0,1473.0,700.0,55.0,1473.0,162.0,52.0,1473.0,1473.0,,,,,,,,,,
0,1473.0,1119.0,701.0,,,,,,,,,,,,,,,
1,584.0,1473.0,1473.0,160.0,,,,,,,,,,,,,,
0,863.0,1473.0,72.0,1473.0,1473.0,,,,,,,,,,,,,
0,12.0,1473.0,228.0,1473.0,,,,,,,,,,,,,,
0,1473.0,,,,,,,,,,,,,,,,,
3,864.0,1473.0,16.0,,,,,,,,,,,,,,,
6,61.0,1473.0,56.0,,,,,,,,,,,,,,,
3,1473.0,2.0,1473.0,,,,,,,,,,,,,,,
0,1117.0,1473.0,,,,,,,,,,,,,,,,
0,2.0,57.0,702.0,1473.0,1473.0,865.0,,,,,,,,,,,,
0,2.0,61.0,1473.0,866.0,,,,,,,,,,,,,,
0,11.0,20.0,504.0,378.0,1473.0,,,,,,,,,,,,,
0,1473.0,1473.0,,,,,,,,,,,,,,,,
6,1473.0,,,,,,,,,,,,,,,,,
0,1473.0,274.0,24.0,1.0,43.0,162.0,436.0,,,,,,,,,,,
0,12.0,2.0,95.0,1473.0,,,,,,,,,,,,,,
0,1473.0,,,,,,,,,,,,,,,,,
3,1473.0,1473.0,48.0,1120.0,1473.0,,,,,,,,,,,,,
10,13.0,291.0,1473.0,867.0,13.0,379.0,437.0,,,,,,,,,,,
0,1473.0,,,,,,,,,,,,,,,,,
15,16.0,17.0,1473.0,,,,,,,,,,,,,,,
0,105.0,1473.0,1473.0,703.0,,,,,,,,,,,,,,
0,1473.0,1473.0,42.0,,,,,,,,,,,,,,,
0,106.0,112.0,1473.0,76.0,1473.0,,,,,,,,,,,,,
3,1473.0,1473.0,,,,,,,,,,,,,,,,
0,1473.0,1473.0,1473.0,94.0,1473.0,229.0,,,,,,,,,,,,
0,136.0,1473.0,,,,,,,,,,,,,,,,
3,380.0,275.0,868.0,275.0,1473.0,,,,,,,,,,,,,
1,47.0,1121.0,1473.0,1473.0,276.0,,,,,,,,,,,,,
0,1473.0,1122.0,84.0,1473.0,228.0,,,,,,,,,,,,,
585,1123.0,0.0,137.0,106.0,,,,,,,,,,,,,,
1,1473.0,69.0,704.0,505.0,11.0,230.0,1124.0,,,,,,,,,,,
0,12.0,1473.0,1125.0,143.0,869.0,1473.0,586.0,586.0,586.0,14.0,,,,,,,,
0,1473.0,2.0,1473.0,1473.0,,,,,,,,,,,,,,
1,4.0,381.0,138.0,231.0,1473.0,,,,,,,,,,,,,
0,33.0,382.0,1473.0,,,,,,,,,,,,,,,
0,201.0,20.0,295.0,,,,,,,,,,,,,,,
0,7.0,1126.0,1473.0,,,,,,,,,,,,,,,
1,4.0,1473.0,188.0,587.0,1473.0,,,,,,,,,,,,,
0,12.0,80.0,1473.0,506.0,,,,,,,,,,,,,,
0,28.0,1473.0,,,,,,,,,,,,,,,,
3,202.0,1473.0,438.0,,,,,,,,,,,,,,,
10,21.0,29.0,1473.0,1473.0,1473.0,1473.0,,,,,,,,,,,,
296,203.0,1473.0,,,,,,,,,,,,,,,,
0,176.0,106.0,1473.0,383.0,1473.0,,,,,,,,,,,,,
0,439.0,1127.0,1473.0,,,,,,,,,,,,,,,
0,1473.0,1473.0,52.0,189.0,1473.0,1473.0,870.0,72.0,,,,,,,,,,
0,1473.0,440.0,,,,,,,,,,,,,,,,
0,150.0,1473.0,,,,,,,,,,,,,,,,
0,35.0,2.0,1473.0,1473.0,1128.0,,,,,,,,,,,,,
0,274.0,1473.0,,,,,,,,,,,,,,,,
1473,705.0,1473.0,1473.0,,,,,,,,,,,,,,,
0,12.0,2.0,151.0,1473.0,1473.0,186.0,19.0,1473.0,,,,,,,,,,
3,50.0,1473.0,,,,,,,,,,,,,,,,
0,33.0,34.0,1473.0,,,,,,,,,,,,,,,
0,1473.0,1473.0,2.0,384.0,,,,,,,,,,,,,,
0,39.0,253.0,1473.0,1473.0,,,,,,,,,,,,,,
10,204.0,1473.0,1473.0,,,,,,,,,,,,,,,
3,1473.0,1473.0,205.0,52.0,73.0,42.0,1473.0,,,,,,,,,,,
1,47.0,1473.0,,,,,,,,,,,,,,,,
0,11.0,20.0,1473.0,1473.0,,,,,,,,,,,,,,
0,254.0,1473.0,19.0,,,,,,,,,,,,,,,
6,83.0,440.0,385.0,,,,,,,,,,,,,,,
6,1473.0,56.0,,,,,,,,,,,,,,,,
6,1473.0,1473.0,113.0,85.0,1473.0,1129.0,1473.0,325.0,277.0,,,,,,,,,
0,9.0,2.0,86.0,871.0,,,,,,,,,,,,,,
0,2.0,85.0,1130.0,1473.0,1473.0,,,,,,,,,,,,,
0,27.0,1473.0,9.0,,,,,,,,,,,,,,,
0,872.0,873.0,874.0,500.0,7.0,275.0,503.0,,,,,,,,,,,
6,152.0,8.0,18.0,87.0,588.0,1473.0,1473.0,163.0,588.0,1473.0,,,,,,,,
1,31.0,131.0,326.0,1473.0,1473.0,17.0,,,,,,,,,,,,
0,2.0,96.0,5.0,1473.0,706.0,,,,,,,,,,,,,
0,1473.0,1473.0,24.0,,,,,,,,,,,,,,,
6,8.0,18.0,371.0,1473.0,589.0,1473.0,1473.0,1473.0,707.0,,,,,,,,,
10,26.0,507.0,81.0,1131.0,386.0,,,,,,,,,,,,,
1,875.0,29.0,327.0,1473.0,9.0,,,,,,,,,,,,,
1,32.0,45.0,232.0,47.0,43.0,708.0,1132.0,106.0,,,,,,,,,,
1,1473.0,206.0,1473.0,,,,,,,,,,,,,,,
0,590.0,1473.0,1473.0,709.0,1473.0,,,,,,,,,,,,,
1,508.0,1473.0,66.0,,,,,,,,,,,,,,,
0,1473.0,1473.0,1473.0,1473.0,1473.0,1473.0,1473.0,,,,,,,,,,,
0,1473.0,35.0,876.0,233.0,441.0,1473.0,,,,,,,,,,,,
1110,1473.0,45.0,175.0,,,,,,,,,,,,,,,
0,88.0,700.0,37.0,1473.0,,,,,,,,,,,,,,
0,1473.0,,,,,,,,,,,,,,,,,
0,40.0,877.0,710.0,190.0,,,,,,,,,,,,,,
0,878.0,97.0,84.0,1473.0,879.0,1473.0,1473.0,,,,,,,,,,,
0,96.0,711.0,107.0,2.0,1473.0,,,,,,,,,,,,,
1,31.0,164.0,1133.0,1473.0,591.0,1473.0,1134.0,,,,,,,,,,,
0,108.0,712.0,509.0,1473.0,,,,,,,,,,,,,,
0,1473.0,1473.0,,,,,,,,,,,,,,,,
0,1473.0,,,,,,,,,,,,,,,,,
1,4.0,98.0,1473.0,45.0,184.0,,,,,,,,,,,,,
6,1473.0,,,,,,,,,,,,,,,,,
0,5.0,191.0,880.0,97.0,,,,,,,,,,,,,,
0,13.0,200.0,1473.0,2.0,1473.0,1473.0,1473.0,76.0,,,,,,,,,,
0,713.0,328.0,700.0,1473.0,2.0,714.0,1473.0,,,,,,,,,,,
0,33.0,34.0,1473.0,14.0,,,,,,,,,,,,,,
1,4.0,1473.0,130.0,1473.0,1473.0,,,,,,,,,,,,,
1,8.0,1135.0,1136.0,,,,,,,,,,,,,,,
0,1473.0,46.0,36.0,1473.0,387.0,,,,,,,,,,,,,
3,715.0,592.0,,,,,,,,,,,,,,,,
3,1473.0,131.0,1473.0,144.0,,,,,,,,,,,,,,
3,329.0,16.0,2.0,1473.0,1473.0,,,,,,,,,,,,,
0,1473.0,145.0,131.0,297.0,1473.0,1473.0,,,,,,,,,,,,
1,4.0,1473.0,881.0,436.0,1473.0,,,,,,,,,,,,,
3,716.0,1473.0,,,,,,,,,,,,,,,,
0,137.0,106.0,165.0,585.0,1123.0,,,,,,,,,,,,,
3,7.0,22.0,121.0,,,,,,,,,,,,,,,
0,26.0,67.0,22.0,62.0,717.0,718.0,1473.0,,,,,,,,,,,
0,719.0,510.0,1137.0,511.0,53.0,882.0,,,,,,,,,,,,
0,720.0,165.0,177.0,721.0,65.0,51.0,1473.0,14.0,,,,,,,,,,
0,1473.0,1138.0,1473.0,,,,,,,,,,,,,,,
0,25.0,1473.0,1473.0,722.0,,,,,,,,,,,,,,
